0.443864775,21.52755023
0.429804982,21.28055849
0.414094014,21.07514555
0.396730161,20.86990371
0.375232384,20.62368195
0.356219067,20.5014266
0.339681657,20.29609921
0.324800554,20.17341609
0.30909472,20.09222622
0.294213617,19.9695431
0.277679629,19.84703109
0.25783987,19.7248613
0.239654708,19.64392808
0.219811527,19.43894291
0.204928713,19.2748521
0.192523516,19.06909694
0.180116609,18.8219341
0.169359165,18.49178477
0.16108276,18.20278646
0.152799511,17.7481574
0.14451455,17.25212065
0.138708918,16.75582723
0.130420536,16.1769751
0.123781617,15.51513648
0.117974274,14.97743538
0.112163509,14.35691889
0.107182609,13.81913224
0.103856305,13.32258216
0.098877116,12.8262032
0.093068062,12.2470944
0.088911893,11.6678145
0.084757436,11.12994229
0.080604689,10.63347778
0.07396577,9.971639154
0.0706292,9.22664294
0.063990281,8.564804319
0.059825557,7.778485967
0.052355062,6.992509828
0.047369029,6.330500101
0.04321286,5.751220201
0.039058403,5.213347991
0.034070658,4.509930574
0.029088047,3.930736227
0.024095169,3.103095738
0.018282693,2.441171564
0.014124813,1.820483974
0.007482472,1.075829972
0.004982611,0.579194347
0.000828154,0.041322137
0.249573732,19.68430914
