0.000959481,17.03256663
0.022435904,19.90312071
0.043912327,25.64422888
0.064046474,33.29903978
0.085522898,42.8675534
0.109683874,53.39291838
0.132502574,62.961432
0.159348103,73.48679698
0.186193632,85.92586469
0.209012332,95.49437831
0.229146479,106.0197433
0.260018837,118.458811
0.282837537,127.0704733
0.302971684,133.7684328
0.32713266,141.4232437
0.343239978,151.9486087
0.364716401,161.5171223
0.384850548,170.1287845
0.406326972,178.7404468
0.429145671,190.2226631
0.451964371,199.7911768
0.476125347,211.2733931
0.500286324,222.7556094
0.527131853,235.1946772
0.558004211,251.4611503
0.584849741,263.900218
0.613037546,278.2529884
0.639883075,294.5194616
0.662701775,304.0879752
0.686862752,320.3544484
0.715050557,333.7503674
0.739211533,344.2757324
0.766057063,359.5853542
0.790218039,372.9812733
0.821090398,387.3340437
0.839882268,395.945706
0.860016415,409.341625
0.882835115,419.86699
0.905653814,427.5218009
0.928472514,439.0040172
0.945922108,445.7019768
0.955318043,451.443085
0.970083085,457.1841931
